"","X","HBW_names","Tree_names","HBW_species_common_name","HBW_family","HBW_family_common_name","Data_source","Literature_Museum","Outer_volume..cm3","Inner_volume..cm3","Outer_volume_full..cm3","External_diameter..cm","Thickness..cm","External_height..cm","Internal_diameter..cm","Internal_height..cm","Body_mass..g","Migration_status","Migration_coded","Clutch_size","Nestling_period..days","Nest_builder_identity","Loc_vegetation","Loc_ground","Loc_rock","Loc_cavity_obligatory","Mean_nest_height..m","Range_midpoint_latitude","N_S","Insularity","Insularity_2","Mean_temperature","Mean_rainfall"
"973",973,"Polioptila_caerulea","Polioptila_caerulea","Blue-grey Gnatcatcher","Polioptilidae","Gnatcatchers","BNA","L",114.28,31.38,145.65,6.05,1.13,7.6,3.8,4.15,5.8,"Full Migrant",1,4.45,13,"Mainly Male",1,0,0,0,13.5,34.63,"N",0,0,16.43,71.24
"974",974,"Polioptila_caerulea","Polioptila_caerulea","Blue-grey Gnatcatcher","Polioptilidae","Gnatcatchers","BNA","L",132.18,29.45,161.63,7,1.63,6.3,3.75,4,5.8,"Full Migrant",1,4.45,13,"Mainly Male",1,0,0,0,13.5,34.63,"N",0,0,16.43,71.24
"975",975,"Polioptila_californica","Polioptila_californica","California Gnatcatcher","Polioptilidae","Gnatcatchers","BNA","L",109.65,27.22,136.86,6.2,1.2,6.8,3.8,3.6,5.82,"Not a Migrant",0,3.8,14,"Mainly Male",1,0,0,0,1.61,27.78,"N",0,0,19.21,5.93
"978",978,"Polioptila_melanura","Polioptila_melanura","Black-tailed Gnatcatcher","Polioptilidae","Gnatcatchers","BNA","L",55.57,16.37,71.94,5.35,1.1,4.8,3.15,3.15,5.2,"Not a Migrant",0,4.2,14,"Both",1,0,0,0,2.8,29.24,"N",0,0,19.9,19.47
"979",979,"Polioptila_plumbea","Polioptila_plumbea","Tropical Gnatcatcher","Polioptilidae","Gnatcatchers","HBW","L",80.5,22.45,102.95,5.5,1,6.5,3.5,3.5,6,"Not a Migrant",0,3,13,"Both",1,0,0,0,19.5,-2.47,"S",0,0,25.24,164.71
"983",983,"Pooecetes_gramineus","Pooecetes_gramineus","Vesper Sparrow","Passerellidae","New World sparrows","BNA","L",132.6,15.84,148.44,9,1.75,3.5,5.5,1,25.68,"Full Migrant",1,4,9,"Female",0,1,0,0,0,46.98,"N",0,0,7.71,55.73
"985",985,"Prionops_plumatus","Prionops_plumatus","White-crested Helmet-shrike","Vangidae","Vangas and allies","HBW","L",130.27,61.11,191.38,8.55,0.93,5,6.7,2.6,33.78,"Not a Migrant",0,3.5,20,"Excl_Group Care",1,0,0,0,6,8.58,"N",0,0,23.86,79.17
"987",987,"Prionops_retzii","Prionops_retzii","Retz's Helmet-shrike","Vangidae","Vangas and allies","HBW","L",238.38,63.64,302.02,11.65,2.15,4.25,7.35,2.25,50.11,"Not a Migrant",0,3.5,20,"Excl_Group Care",1,0,0,0,10,-14.27,"S",0,0,21.93,74.99
"992",992,"Prosthemadera_novaeseelandiae","Prosthemadera_novaeseelandiae","Tui","Meliphagidae","Honeyeaters","HBW","L",5371.14,251.66,5622.8,23.9,7.6,18.8,8.7,6.35,105.83,"Not a Migrant",0,3,14.5,"Mainly Female",1,0,0,0,12.95,-38.97,"S",1,0,12.5,119.62
"994",994,"Prunella_collaris","Prunella_collaris","Alpine Accentor","Prunellidae","Accentors","BWP","L",703.09,177.6,880.69,14.5,3.25,8,8,5.3,38.61,"Full Migrant",1,3.5,14,"Female",0,1,1,0,0,46.05,"N",0,0,4.12,39.82
"996",996,"Prunella_modularis","Prunella_modularis","Dunnock","Prunellidae","Accentors","Tring","M",554.28,71.47,625.75,12.79,3.41,6.73,5.97,3.88,20.24,"Full Migrant",1,4.5,12,"Female",1,0,0,0,2,59.34,"N",0,0,6.56,53.85
"1000",1000,"Pseudonestor_xanthophrys","Pseudonestor_xanthophrys","Maui Parrotbill","Fringillidae","Finches","BNA","L",389.75,43.2,432.95,10.5,2.75,7.5,5,3.3,22.1,"Not a Migrant",0,1,20,"Female",1,0,0,0,12,20.75,"N",1,1,20.64,126.01
"1007",1007,"Psophodes_nigrogularis","Psophodes_nigrogularis","Western Whipbird","Psophodidae","Whipbirds and wedgebills","HBW","L",632.3,134.36,766.66,12.35,2.5,9.6,7.35,4.75,44.52,"Not a Migrant",0,2,11,"Female",1,0,0,0,1,-34.03,"S",0,0,16.1,34.23
"1009",1009,"Ptiliogonys_caudatus","Ptilogonys_caudatus","Long-tailed Silky-flycatcher","Ptiliogonatidae","Silky-flycatchers","HBW","L",354.78,78.58,433.36,12.05,3,5.7,6.05,4.1,36.19,"Not a Migrant",0,2,24.5,"Both",1,0,0,0,10,9.75,"N",0,0,19.89,261.19
"1011",1011,"Ptilotula_flavescens","Lichenostomus_flavescens","Yellow-tinted Honeyeater","Meliphagidae","Honeyeaters","HBW","L",67.05,37.4,104.45,6.05,0.75,5.45,4.55,3.45,12.44,"Not a Migrant",0,1.59,14,"Female",1,0,0,0,6.45,-17.04,"S",0,0,26.71,67.05
"1012",1012,"Ptilotula_fusca","Lichenostomus_fuscus","Fuscous Honeyeater","Meliphagidae","Honeyeaters","HBW","L",83.61,32.13,115.74,5.9,0.9,6.35,4.1,3.65,17.68,"Not a Migrant",0,2.4,15.7,"Mainly Female",1,0,0,0,15.08,-31.42,"S",0,0,18.35,65.45
"1015",1015,"Ptilotula_penicillata","Lichenostomus_penicillatus","White-plumed Honeyeater","Meliphagidae","Honeyeaters","HBW","L",77.78,69.75,147.52,7,0.65,5.75,5.7,4.1,19.36,"Not a Migrant",0,2.31,13,"Female",1,0,0,0,16.7,-26.76,"S",0,0,23.42,29.86
"1019",1019,"Purnella_albifrons","Phylidonyris_albifrons","White-fronted Honeyeater","Meliphagidae","Honeyeaters","HBW","L",111.47,48.21,159.69,7.1,1.33,6.05,4.45,4.65,17.4,"Nomadic",0,2.09,11,"Female",1,0,0,0,2.38,-32.17,"S",0,0,20.65,19.53
"1020",1020,"Pycnonotus_barbatus","Pycnonotus_barbatus","Common Bulbul","Pycnonotidae","Bulbuls","HBW","L",174.21,99.55,273.76,9.75,1.63,5.5,6.5,4.5,32.1,"Not a Migrant",0,3.5,14.5,"Female",1,0,0,0,7,1.72,"N",0,0,24.38,76.29
"1022",1022,"Pycnonotus_cafer","Pycnonotus_cafer","Red-vented Bulbul","Pycnonotidae","Bulbuls","Tring","M",184.93,90.76,275.69,10.09,1.71,5.13,6.68,3.87,42.85,"Not a Migrant",0,3,12,"Mainly Female",1,0,0,0,9.25,23.5,"N",0,0,24.79,103.87
"1024",1024,"Pycnonotus_capensis","Pycnonotus_capensis","Cape Bulbul","Pycnonotidae","Bulbuls","HBW","L",312.26,99.55,411.81,11,2.25,6.5,6.5,4.5,38.6,"Not a Migrant",0,3,11.5,"Mainly Female",1,0,0,0,2.15,-32.76,"S",0,0,17.57,26.32
"1027",1027,"Pycnonotus_jocosus","Pycnonotus_jocosus","Red-whiskered Bulbul","Pycnonotidae","Bulbuls","BNA","L",211.34,100.85,312.19,9.1,1.55,7.2,6,5.35,29.47,"Not a Migrant",0,3,12,"Mainly Female",1,1,0,0,2.25,20.51,"N",0,0,23.61,131.24
"1028",1028,"Pycnonotus_jocosus","Pycnonotus_jocosus","Red-whiskered Bulbul","Pycnonotidae","Bulbuls","HBW","L",321.07,71.63,392.7,10,2,7.5,6,3.8,29.47,"Not a Migrant",0,3,12,"Mainly Female",1,1,0,0,2.25,20.51,"N",0,0,23.61,131.24
"1029",1029,"Pycnonotus_jocosus","Pycnonotus_jocosus","Red-whiskered Bulbul","Pycnonotidae","Bulbuls","Tring","M",244.32,82.74,327.06,10.84,2.24,5.23,6.35,3.9,29.47,"Not a Migrant",0,3,12,"Mainly Female",1,1,0,0,2.25,20.51,"N",0,0,23.61,131.24
"1030",1030,"Pycnonotus_leucotis","Pycnonotus_leucotis","White-eared Bulbul","Pycnonotidae","Bulbuls","Tring","M",325.31,127.56,452.87,12.43,2.63,5.58,7.18,4.74,27.12,"Not a Migrant",0,3,10,"Female",1,0,1,0,2,28.54,"N",0,0,26.78,14.49
"1031",1031,"Pycnonotus_nigricans","Pycnonotus_nigricans","Black-fronted Bulbul","Pycnonotidae","Bulbuls","HBW","L",306.94,97.15,404.09,10.5,2.13,7,6.25,4.75,30.8,"Nomadic",0,2.5,12.5,"Mainly Female",1,0,0,0,2.5,-24.08,"S",0,0,22.27,29.54
"1036",1036,"Pyrocephalus_rubinus","Pyrocephalus_rubinus","Common Vermilion Flycatcher","Tyrannidae","Tyrant-flycatchers","BNA","L",67.96,29.53,97.49,7,1.13,3.8,4.75,2.5,14.4,"Full Migrant",1,3,15,"Female",1,0,0,0,9.4,-27.68,"S",0,0,20.79,86.89
"1037",1037,"Pyrrhocorax_graculus","Pyrrhocorax_graculus","Yellow-billed Chough","Corvidae","Crows and jays","BWP","L",13518.98,596.41,14115.4,38.7,12.6,18,13.5,6.25,211,"Not a Migrant",0,4,30,"Excl_Group Care",0,0,1,0,5.75,41.37,"N",0,0,6.65,47.78
"1039",1039,"Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Eurasian Bullfinch","Fringillidae","Finches","Tring","M",268.55,64.78,333.33,10.88,2.47,5.19,5.95,3.5,24.26,"Full Migrant",1,5,15,"Mainly Female",1,0,0,0,2.7,58.38,"N",0,0,2.89,41.82
"1040",1040,"Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Eurasian Bullfinch","Fringillidae","Finches","BWP","L",594.83,102.64,697.46,14.9,4.15,6,6.6,4.5,24.26,"Full Migrant",1,5,15,"Mainly Female",1,0,0,0,2.7,58.38,"N",0,0,2.89,41.82
"1042",1042,"Quiscalus_major","Quiscalus_major","Boat-tailed Grackle","Icteridae","New World blackbirds","BNA","M",3540.47,462.64,4003.11,19.7,4.95,19.7,9.8,9.2,151.21,"Not a Migrant",0,2.7,13,"Female",1,0,0,0,0.75,27.94,"N",0,0,20.57,106.81
"1043",1043,"Quiscalus_major","Quiscalus_major","Boat-tailed Grackle","Icteridae","New World blackbirds","BNA","M",2651.66,429.35,3081.01,19,4.5,16.3,10,8.2,151.21,"Not a Migrant",0,2.7,13,"Female",1,0,0,0,0.75,27.94,"N",0,0,20.57,106.81
"1047",1047,"Quiscalus_quiscula","Quiscalus_quiscula","Common Grackle","Icteridae","New World blackbirds","BNA","L",2456.58,453.81,2910.39,19.25,4.25,15,10.75,7.5,105.18,"Full Migrant",1,4.5,13,"Mainly Female",1,1,1,0,11,46.61,"N",0,0,9.23,69.81
"1048",1048,"Quoyornis_georgianus","Eopsaltria_georgiana","White-breasted Robin","Petroicidae","Australasian robins","HBW","L",221.74,32.72,254.47,9,2,6,5,2.5,19.07,"Not a Migrant",0,2,13,"Excl_Group Care",1,0,0,0,5.25,-33.96,"S",0,0,15.65,53.56
"1059",1059,"Regulus_calendula","Regulus_calendula","Ruby-crowned Kinglet","Regulidae","Kinglets and firecrests","BNA","L",242.95,33.51,276.46,8,2,8.25,4,4,6.19,"Full Migrant",1,8.5,16,"Female",1,0,0,0,15,56.42,"N",0,0,1.94,46.19
"1061",1061,"Regulus_ignicapilla","Regulus_ignicapilla","Common Firecrest","Regulidae","Kinglets and firecrests","BWP","L",193.47,33.51,226.98,8.5,2.25,6,4,4,5.6,"Full Migrant",1,9.5,21,"Female",1,0,0,0,13.5,48.66,"N",0,0,10.6,63.9
"1062",1062,"Regulus_ignicapilla","Regulus_ignicapilla","Common Firecrest","Regulidae","Kinglets and firecrests","Tring","M",177.89,28.11,206,7.23,1.83,7.54,3.56,4.23,5.6,"Full Migrant",1,9.5,21,"Female",1,0,0,0,13.5,48.66,"N",0,0,10.6,63.9
"1063",1063,"Regulus_regulus","Regulus_regulus","Goldcrest","Regulidae","Kinglets and firecrests","BWP","L",291.97,42.53,334.5,9.05,2.15,7.8,4.75,3.6,5.54,"Full Migrant",1,9.5,19.5,"Both",1,0,0,0,9,57.35,"N",0,0,6.36,51.92
"1064",1064,"Regulus_regulus","Regulus_regulus","Goldcrest","Regulidae","Kinglets and firecrests","Tring","M",302.26,38.71,340.97,9.53,2.77,7.2,3.99,4.63,5.54,"Full Migrant",1,9.5,19.5,"Both",1,0,0,0,9,57.35,"N",0,0,6.36,51.92
"1065",1065,"Regulus_satrapa","Regulus_satrapa","Golden-crowned Kinglet","Regulidae","Kinglets and firecrests","BNA","L",191.58,35.21,226.78,7.5,1.7,7.7,4.1,4,6.19,"Full Migrant",1,8.5,17.5,"Both",1,0,0,0,14,51.56,"N",0,0,4.74,57.97
"1066",1066,"Rhipidura_albicollis","Rhipidura_albicollis","White-throated Fantail","Rhipiduridae","Fantails","Tring","M",91.98,30.6,122.58,5.84,0.71,6.88,4.43,2.96,12.9,"Altitudinal Migrant",1,3,14,"Both",1,0,0,0,2.1,22.43,"N",0,0,19.59,135.81
"1070",1070,"Rhipidura_fuliginosa","Rhipidura_fuliginosa","New Zealand Fantail","Rhipiduridae","Fantails","Tring","M",95.05,27.39,122.45,6.12,0.99,5.41,4.15,2.93,7.53,"Full Migrant",1,2.7,12.5,"Both",1,0,0,0,9.65,-42.16,"S",1,0,10.87,150.77
"1072",1072,"Rhipidura_leucophrys","Rhipidura_leucophrys","Willie Wagtail","Rhipiduridae","Fantails","HBW","L",91.13,59.54,150.67,7.3,0.8,5.4,5.7,3.5,27.44,"Not a Migrant",0,3.1,14,"Both",1,0,0,0,13,-26.08,"S",0,0,23.77,51.21
"1074",1074,"Rhipidura_rufifrons","Rhipidura_rufifrons","Rufous Fantail","Rhipiduridae","Fantails","HBW","L",62.96,29.72,92.68,5.95,0.8,5,4.35,3,10.08,"Full Migrant",1,2.5,11,"Both",1,0,0,0,10,-32.11,"S",0,0,19.38,83.91
"1080",1080,"Rhodospiza_obsoleta","Rhodopechys_obsoletus","Desert Finch","Fringillidae","Finches","BWP","L",329.61,23.76,353.38,9.55,1.7,7.4,6.15,1.2,25.5,"Not a Migrant",0,5,13.5,"Mainly Female",1,0,0,0,13,41.32,"N",0,0,13.44,19.9
"1082",1082,"Rhodospiza_obsoleta","Rhodopechys_obsoletus","Desert Finch","Fringillidae","Finches","Tring","M",264.74,29.16,293.9,10.77,3.26,4.84,4.25,3.08,25.5,"Not a Migrant",0,5,13.5,"Mainly Female",1,0,0,0,13,41.32,"N",0,0,13.44,19.9
"1100",1100,"Saxicola_dacotiae","Saxicola_dacotiae","Fuerteventura Stonechat","Muscicapidae","Old World flycatchers and chats","Tring","M",319.64,80.39,400.03,11.19,2.72,6.11,5.74,4.65,12.2,"Not a Migrant",0,4,17,"Female",0,1,0,0,0.25,28.5,"N",1,1,19.48,5.8
"1102",1102,"Saxicola_rubetra","Saxicola_rubetra","Whinchat","Muscicapidae","Old World flycatchers and chats","Tring","M",320.05,50.57,370.62,11.64,3.14,5.23,5.35,3.38,16.6,"Full Migrant",1,5.5,12.5,"Female",1,1,0,0,0.19,58.17,"N",0,0,6.49,48.28
"1104",1104,"Saxicola_torquatus","Saxicola_torquatus","Common Stonechat","Muscicapidae","Old World flycatchers and chats","Tring","M",238.88,61.22,300.1,10.83,2.31,4.76,6.22,2.98,14.09,"Full Migrant",1,5,14.5,"Female",1,1,0,0,0.61,57.14,"N",0,0,6.27,45.78
"1105",1105,"Sayornis_nigricans","Sayornis_nigricans","Black Phoebe","Tyrannidae","Tyrant-flycatchers","BNA","L",612.1,68.58,680.68,10,1.75,13,6.5,3.1,18.63,"Full Migrant",1,4.5,17.5,"Female",1,0,1,0,2,25.05,"N",0,0,19.23,74.05
"1106",1106,"Sayornis_phoebe","Sayornis_phoebe","Eastern Phoebe","Tyrannidae","Tyrant-flycatchers","BNA","L",459.6,94.37,553.97,11.5,2.55,8,6.4,4.4,19.7,"Full Migrant",1,5,16.5,"Female",0,0,1,0,3,49.89,"N",0,0,8.17,67.61
"1107",1107,"Sayornis_phoebe","Sayornis_phoebe","Eastern Phoebe","Tyrannidae","Tyrant-flycatchers","Tring","M",319.63,61.25,380.88,11.25,0.82,5.45,5.85,3.48,19.7,"Full Migrant",1,5,16.5,"Female",0,0,1,0,3,49.89,"N",0,0,8.17,67.61
"1108",1108,"Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","BWP","L",204.5,58.83,263.33,8.6,1.65,6.8,5.3,4,24.3,"Not a Migrant",0,3.5,16,"Female",1,0,0,0,3.45,28.75,"N",1,1,15.98,43.36
"1109",1109,"Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","BWP","L",250.46,42.75,293.22,10,2.3,5.6,5.4,2.8,24.3,"Not a Migrant",0,3.5,16,"Female",1,0,0,0,3.45,28.75,"N",1,1,15.98,43.36
"1110",1110,"Serinus_canaria","Serinus_canaria","Island Canary","Fringillidae","Finches","Tring","M",209.53,45.56,255.09,9.62,2.23,5.3,5.16,3.32,24.3,"Not a Migrant",0,3.5,16,"Female",1,0,0,0,3.45,28.75,"N",1,1,15.98,43.36
"1111",1111,"Serinus_pusillus","Serinus_pusillus","Red-fronted Serin","Fringillidae","Finches","Tring","M",162.82,33.24,196.07,9.14,2.1,4.48,4.95,2.59,11.54,"Altitudinal Migrant",1,4,15,"Mainly Female",1,1,1,0,4.5,38.09,"N",0,0,6.43,43.44
"1112",1112,"Serinus_pusillus","Serinus_pusillus","Red-fronted Serin","Fringillidae","Finches","BWP","L",204.54,39.9,244.44,9.05,2.18,5.7,4.7,3.45,11.54,"Altitudinal Migrant",1,4,15,"Mainly Female",1,1,1,0,4.5,38.09,"N",0,0,6.43,43.44
"1113",1113,"Serinus_serinus","Serinus_serinus","European Serin","Fringillidae","Finches","Tring","M",133.01,39.98,172.98,8.66,1.86,4.29,4.94,3.14,11.2,"Full Migrant",1,3.5,16.5,"Mainly Female",1,0,0,0,8,46.28,"N",0,0,11.73,56.05
"1114",1114,"Serinus_serinus","Serinus_serinus","European Serin","Fringillidae","Finches","BWP","L",152.21,60.59,212.8,9.25,1.75,4.75,5.75,3.5,11.2,"Full Migrant",1,3.5,16.5,"Mainly Female",1,0,0,0,8,46.28,"N",0,0,11.73,56.05
"1120",1120,"Setophaga_caerulescens","Dendroica_caerulescens","Black-throated Blue Warbler","Parulidae","New World warblers","BNA","L",221.11,38.39,259.5,8.8,2.03,6.4,4.75,3.25,10.14,"Full Migrant",1,4,9,"Female",1,0,0,0,0.97,44.86,"N",0,0,7.02,84.76
"1121",1121,"Setophaga_caerulescens","Dendroica_caerulescens","Black-throated Blue Warbler","Parulidae","New World warblers","BNA","L",184.3,59.54,243.84,8.4,1.35,6.6,5.7,3.5,10.14,"Full Migrant",1,4,9,"Female",1,0,0,0,0.97,44.86,"N",0,0,7.02,84.76
"1122",1122,"Setophaga_castanea","Dendroica_castanea","Bay-breasted Warbler","Parulidae","New World warblers","BNA","L",300.62,50.54,351.17,10.8,2.68,5.75,5.45,3.25,11.8,"Full Migrant",1,4.5,11,"Female",1,0,0,0,4.5,53.5,"N",0,0,2.97,54.49
"1123",1123,"Setophaga_cerulea","Dendroica_cerulea","Cerulean Warbler","Parulidae","New World warblers","BNA","L",76.96,37.71,114.67,6.9,1,4.6,4.9,3,9.04,"Full Migrant",1,4,10.5,"Mainly Female",1,0,0,0,12,40.84,"N",0,0,12.36,95.5
"1124",1124,"Setophaga_cerulea","Dendroica_cerulea","Cerulean Warbler","Parulidae","New World warblers","BNA","L",33.73,39.27,73,6.5,0.75,3.3,5,3,9.04,"Full Migrant",1,4,10.5,"Mainly Female",1,0,0,0,12,40.84,"N",0,0,12.36,95.5
"1125",1125,"Setophaga_chrysoparia","Dendroica_chrysoparia","Golden-cheeked Warbler","Parulidae","New World warblers","BNA","L",121.04,46.51,167.55,8,1.55,5,4.9,3.7,9.9,"Full Migrant",1,4,10.5,"Mainly Female",1,0,0,0,4.5,30.07,"N",0,0,20.55,75.93
"1127",1127,"Setophaga_coronata","Dendroica_coronata","Myrtle Warbler","Parulidae","New World warblers","BNA","L",153.39,49.74,203.13,8.25,1.63,5.7,5,3.8,11.94,"Full Migrant",1,4,12,"Mainly Female",1,1,0,0,4,58.4,"N",0,0,0.85,44.55
"1128",1128,"Setophaga_discolor","Dendroica_discolor","Prairie Warbler","Parulidae","New World warblers","BNA","L",77.55,35.36,112.91,6.01,0.9,5.97,4.21,3.81,7.64,"Full Migrant",1,4,9.5,"Female",1,0,0,0,1.2,36.62,"N",0,0,16.44,109.76
"1129",1129,"Setophaga_dominica","Dendroica_dominica","Yellow-throated Warbler","Parulidae","New World warblers","BNA","L",75.48,39.03,114.51,6.75,1.18,4.8,4.4,3.85,9.69,"Full Migrant",1,4,10,"Mainly Female",1,0,0,0,21.5,35.54,"N",0,0,17.17,111.32
"1136",1136,"Setophaga_magnolia","Dendroica_magnolia","Magnolia Warbler","Parulidae","New World warblers","BNA","L",304.64,42.54,347.18,10.1,2.55,6.5,5,3.25,8.14,"Full Migrant",1,4,9,"Mainly Female",1,0,0,0,1,53.12,"N",0,0,3.74,56.12
"1140",1140,"Setophaga_pensylvanica","Dendroica_pensylvanica","Chestnut-sided Warbler","Parulidae","New World warblers","BNA","L",128.41,48.43,176.84,7.1,1.05,6.7,5,3.7,9.29,"Full Migrant",1,4,10.5,"Female",1,0,0,0,0.65,47.79,"N",0,0,5.88,71.1
"1141",1141,"Setophaga_petechia","Dendroica_petechia","American Yellow Warbler","Parulidae","New World warblers","Tring","M",195.15,39.58,234.73,8.09,1.82,6.88,4.45,3.84,10.22,"Full Migrant",1,3.5,12.25,"Female",1,0,0,0,7,55.49,"N",0,0,4.64,50.82
"1142",1142,"Setophaga_petechia","Dendroica_petechia","American Yellow Warbler","Parulidae","New World warblers","BNA","L",133.57,51.32,184.89,6.75,0.9,7.75,4.95,4,10.22,"Full Migrant",1,3.5,12.25,"Female",1,0,0,0,7,55.49,"N",0,0,4.64,50.82
"1144",1144,"Setophaga_petechia","Dendroica_petechia","American Yellow Warbler","Parulidae","New World warblers","BNA","L",132.88,46.27,179.15,7.2,1.25,6.6,4.7,4,10.22,"Full Migrant",1,3.5,12.25,"Female",1,0,0,0,7,55.49,"N",0,0,4.64,50.82
"1145",1145,"Setophaga_pinus","Dendroica_pinus","Pine Warbler","Parulidae","New World warblers","BNA","L",84.43,29.91,114.35,7.11,1.59,4.32,3.94,3.68,11.79,"Full Migrant",1,4,10,"Mainly Female",1,1,0,0,20.55,34.65,"N",0,0,13.69,98.31
"1146",1146,"Setophaga_pinus","Dendroica_pinus","Pine Warbler","Parulidae","New World warblers","Tring","M",135.35,41.29,176.64,8.25,1.93,4.96,4.38,4.11,11.79,"Full Migrant",1,4,10,"Mainly Female",1,1,0,0,20.55,34.65,"N",0,0,13.69,98.31
"1148",1148,"Setophaga_pinus","Dendroica_pinus","Pine Warbler","Parulidae","New World warblers","BNA","L",109.71,31.81,141.52,7.75,1.63,4.5,4.5,3,11.79,"Full Migrant",1,4,10,"Mainly Female",1,1,0,0,20.55,34.65,"N",0,0,13.69,98.31
"1149",1149,"Setophaga_ruticilla","Setophaga_ruticilla","American Redstart","Parulidae","New World warblers","BNA","L",134.46,36.29,170.75,6.85,1.2,6.95,4.45,3.5,8.24,"Full Migrant",1,4,8.5,"Female",1,0,0,0,5,49.52,"N",0,0,7.04,68.38
"1153",1153,"Setophaga_striata","Dendroica_striata","Blackpoll Warbler","Parulidae","New World warblers","BNA","L",343.1,73.51,416.61,10.3,2.15,7.5,6,3.9,11.84,"Full Migrant",1,4.5,9,"Female",1,1,0,0,1.15,61.76,"N",0,0,-0.96,37.23
"1154",1154,"Setophaga_tigrina","Dendroica_tigrina","Cape May Warbler","Parulidae","New World warblers","BNA","L",317.61,48,365.6,10.5,2.75,6.33,5,3.67,10.04,"Full Migrant",1,6.5,9,"Female",1,0,0,0,13.7,53.76,"N",0,0,3.44,50.91
"1156",1156,"Setophaga_tigrina","Dendroica_tigrina","Cape May Warbler","Parulidae","New World warblers","BNA","L",284.76,25.75,310.51,10.2,2.9,5.7,4.4,2.54,10.04,"Full Migrant",1,6.5,9,"Female",1,0,0,0,13.7,53.76,"N",0,0,3.44,50.91
"1157",1157,"Setophaga_tigrina","Dendroica_tigrina","Cape May Warbler","Parulidae","New World warblers","BNA","L",219.22,62.6,281.82,9.68,2.14,5.75,5.4,4.1,10.04,"Full Migrant",1,6.5,9,"Female",1,0,0,0,13.7,53.76,"N",0,0,3.44,50.91
"1159",1159,"Setophaga_townsendi","Dendroica_townsendi","Townsend's Warbler","Parulidae","New World warblers","BNA","L",283.96,72.09,356.05,10,1.95,6.8,6.1,3.7,8.84,"Full Migrant",1,4,10,"Female",1,0,0,0,4.5,54.37,"N",0,0,2.93,63.74
"1160",1160,"Setophaga_townsendi","Dendroica_townsendi","Townsend's Warbler","Parulidae","New World warblers","BNA","L",189.99,51.75,241.75,9,1.95,5.7,5.1,3.8,8.84,"Full Migrant",1,4,10,"Female",1,0,0,0,4.5,54.37,"N",0,0,2.93,63.74
"1162",1162,"Setophaga_virens","Dendroica_virens","Black-throated Green Warbler","Parulidae","New World warblers","BNA","L",159.7,52.36,212.06,9,2,5,5,4,8.69,"Full Migrant",1,4,9,"Mainly Female",1,1,0,0,13.5,49.81,"N",0,0,4.89,68.4
"1176",1176,"Spinus_lawrencei","Carduelis_lawrencei","Lawrence's Goldfinch","Fringillidae","Finches","BNA","L",137.27,25.37,162.64,7.67,1.74,5.28,4.19,2.76,10.94,"Full Migrant",1,4.5,13.5,"Female",1,0,0,0,8,34.37,"N",0,0,15.22,30.2
"1177",1177,"Spinus_pinus","Carduelis_pinus","Pine Siskin","Fringillidae","Finches","BNA","L",166.08,28.92,195,9.2,2.25,4.4,4.7,2.5,12.7,"Full Migrant",1,3.5,14,"Mainly Female",1,0,0,0,8,52.83,"N",0,0,4.8,52.46
"1178",1178,"Spinus_psaltria","Carduelis_psaltria","Lesser Goldfinch","Fringillidae","Finches","Tring","M",123.72,30.66,154.39,8.18,2,4.4,4.19,3.33,8.77,"Not a Migrant",0,3.5,13.3,"Mainly Female",1,0,0,0,7.5,33.27,"N",0,0,16.33,39.87
"1179",1179,"Spinus_psaltria","Carduelis_psaltria","Lesser Goldfinch","Fringillidae","Finches","BNA","L",115.45,31.81,147.26,7.5,1.5,5,4.5,3,8.77,"Not a Migrant",0,3.5,13.3,"Mainly Female",1,0,0,0,7.5,33.27,"N",0,0,16.33,39.87
"1180",1180,"Spinus_spinus","Carduelis_spinus","Eurasian Siskin","Fringillidae","Finches","Tring","M",183.88,41.6,225.48,9.71,2.51,4.52,4.68,3.62,13.24,"Full Migrant",1,4,14,"Mainly Female",1,0,0,0,10.75,58.74,"N",0,0,4.46,46.62
"1181",1181,"Spinus_spinus","Carduelis_spinus","Eurasian Siskin","Fringillidae","Finches","BWP","L",202.26,23.93,226.19,8,2.13,6.75,3.75,3.25,13.24,"Full Migrant",1,4,14,"Mainly Female",1,0,0,0,10.75,58.74,"N",0,0,4.46,46.62
"1182",1182,"Spinus_tristis","Carduelis_tristis","American Goldfinch","Fringillidae","Finches","BNA","L",195.46,45.81,241.27,8,1.5,7.2,5,3.5,12.79,"Full Migrant",1,4.5,14.5,"Mainly Female",1,0,0,0,5,45.2,"N",0,0,9.15,69.79
"1183",1183,"Spinus_tristis","Carduelis_tristis","American Goldfinch","Fringillidae","Finches","Tring","M",121.73,29.77,151.51,7.97,1.92,4.56,4.13,3.34,12.79,"Full Migrant",1,4.5,14.5,"Mainly Female",1,0,0,0,5,45.2,"N",0,0,9.15,69.79
"1185",1185,"Spiza_americana","Spiza_americana","Dickcissel","Cardinalidae","Cardinals","BNA","L",392.32,98.65,490.97,12.2,2.9,6.3,6.4,4.6,26.18,"Full Migrant",1,4,9,"Excl_Female Care",1,0,0,0,0.35,40.6,"N",0,0,13.49,82.91
